id,username,created_at,lng,lat,text
1.51758E+18,Bobmarley92286,Fri Apr 22 19:18:27 +0000 2022,-87.732013,41.8335845,@JonnyFX1 City wins this year and with Haaland going there they’re winning it next year again so them scousers can keep on dreaming
1.51758E+18,ChrisClark100,Fri Apr 22 19:18:27 +0000 2022,-77.0143985,38.898603,@ceoupdate @beerinstitute @jmcgreevyIII Congratulations @jmcgreevyIII!
1.51758E+18,carinasevillaa,Fri Apr 22 19:18:27 +0000 2022,-79.861034,35.1704985,Ahhhh this message isn’t making #StrayKids_2ndWorldTour https://t.co/7JTSRuG5sj
1.51758E+18,themehakvohra,Fri Apr 22 19:18:27 +0000 2022,-73.9685415,40.780709,@Bonnie_Bellevue that’s where i go! 10/10 spot
1.51758E+18,DCLongIslander,Fri Apr 22 19:18:27 +0000 2022,-77.101999,38.8808445,"You love to see it, @ajzeigler 🇺🇸"
1.51758E+18,FrankMediate1,Fri Apr 22 19:18:27 +0000 2022,-77.604684,41.1179365,@DawnDiamondHand @ITMTLana I love you both!😂🤩🤩🤩
1.51758E+18,dakotaman0569,Fri Apr 22 19:18:27 +0000 2022,-81.0232725,29.0923355,@DonaldJTrumpJr Get ready for your Shiny bracelets wicked man https://t.co/n4SwRM7d6v
1.51758E+18,JtheMillennial,Fri Apr 22 19:18:27 +0000 2022,-84.5321325,33.9481235,Don’t play with Tasha Mack !
1.51758E+18,avfergs,Fri Apr 22 19:18:27 +0000 2022,-76.593943,24.074967,I was justttt putting on clothes to go in the gov office
1.51758E+18,lahnnzz,Fri Apr 22 19:18:28 +0000 2022,-122.4359785,37.7706565,@maninoletuli she was my fav
1.51758E+18,juancastillo_h,Fri Apr 22 19:18:28 +0000 2022,-73.723025,45.5578305,#TeFelicito #ShakiraIsBack #Shakira @shakira @rauwalejandro THE song of the summer 2022! 💥
1.51758E+18,Pfhoenixx,Fri Apr 22 19:18:28 +0000 2022,-94.5592815,39.1000485,@strategywoman Rainy Friday here lol https://t.co/SOCgMHNDoX
1.51758E+18,ultabeautyjobs,Fri Apr 22 19:18:28 +0000 2022,-121.4970294,38.4369084,We're hiring! Read about our latest job opening here: Beauty Advisor - https://t.co/BYciue178T #BeautyAddict #BeautyLover
1.51758E+18,Mickeyarmon,Fri Apr 22 19:18:28 +0000 2022,-121.8737305,37.331159,@lilbaby4PF just taught me how to roll backwoods I’m so excited 🤝
1.51758E+18,subliminalsf,Fri Apr 22 19:18:28 +0000 2022,-122.39988,37.76516,Just posted a photo @ Thee Parkside https://t.co/YEvFNzowLe
1.51758E+18,SenpaiZai,Fri Apr 22 19:18:28 +0000 2022,-121.469664,38.561722,Them apocalyptic dreams ain’t no joke 😂
1.51758E+18,_LastChancee_,Fri Apr 22 19:18:28 +0000 2022,-116.9794525,33.7849165,List of games I gotta go to this yearDodgersRamsRaidersLakersWarriorsChargers
1.51758E+18,MRGOMI,Fri Apr 22 19:18:29 +0000 2022,-73.95,40.65,@therolandcloud w @djrogersanchez !!!Interview coordinated by @mrgomi #djgomi🙌🙌🙌https://t.co/AHHr6FFC9J @ Brook… https://t.co/7oVR9W9Kxm
1.51758E+18,johnpaoloaqui,Fri Apr 22 19:18:30 +0000 2022,-97.754724,30.3233455,Swallowed his **** and ran back just in time to see joseline’s cabaret 2nd show! ☺️ do it like is yo beedayy
1.51758E+18,lauren_galvez04,Fri Apr 22 19:18:30 +0000 2022,-97.432425,27.737151,don’t question me on how i treat you bc i just match energy
1.51758E+18,tifosodibirra,Fri Apr 22 19:18:30 +0000 2022,-122.2135042,37.71200747,My @southwestair chariot has arrived…next stop:  LGB! 😊😊😊 #californialiving #worldtraveler #dragonboat @ Oakland In… https://t.co/3Mk5ADkyYn
1.51758E+18,verdemtn,Fri Apr 22 19:18:30 +0000 2022,-81.7960125,28.0814005,$verdemountain
1.51758E+18,KimMorales__,Fri Apr 22 19:18:30 +0000 2022,-94.999339,29.375865,"The show makes women look sooo bad, thing is they choose what women to talk and they choose what to post, they will… https://t.co/WugHor2TAt"
1.51758E+18,BigHomie_Fresh,Fri Apr 22 19:18:30 +0000 2022,-90.389938,31.8642,To my old heads/souls I need some 80s &amp; 90s R&amp;B songs to sample 🔥👀 any suggestions
1.51758E+18,Pattysaluti11,Fri Apr 22 19:18:30 +0000 2022,-70.9477915,42.199373,All pigs Go Slip On Dollar Bill. IN A BAR. I HAVE VIDEO. LOTS CHAT. TO POST LOSING MY RELIGION. BOUNCING ON A DICK.
1.51758E+18,BurgundyCarpet,Fri Apr 22 19:18:31 +0000 2022,-84.2864685,33.8028105,why won’t @ChickfilA do spicy nuggets or tenders?
1.51758E+18,blaqueword,Fri Apr 22 19:18:31 +0000 2022,-82.985772,39.9946835,@christopherXCI_ Same. Why i got this degree
1.51758E+18,wedge2424,Fri Apr 22 19:18:31 +0000 2022,-87.5902075,41.551668,@derek_evans70 @JohnOdermatt Oh wait.  The boats were gone…🫣… in that case I’d probably just worry about my family
1.51758E+18,StudioZuela,Fri Apr 22 19:18:31 +0000 2022,-93.2620465,44.9706105,"@cassidieraee That was so thoughtful to add, she's going to love it ♥️"
1.51758E+18,trrillix,Fri Apr 22 19:18:31 +0000 2022,-121.4415315,38.6993885,#NewProfilePic and this one I’ll say it’s the cutest out of them all :D https://t.co/9FPqG69jgi
1.51758E+18,TheACExperience,Fri Apr 22 19:18:31 +0000 2022,-83.804475,27.698682,ATTN: @KaitlynUlms
1.51758E+18,jerry_chouinard,Fri Apr 22 19:18:31 +0000 2022,-79.616073,43.555244,@nickysiemens13 Perfect ages for amusement rides😂😁
1.51758E+18,TopShelfRa,Fri Apr 22 19:18:31 +0000 2022,-118.130426,33.9376735,He play like me
1.51758E+18,_kyglizzy,Fri Apr 22 19:18:31 +0000 2022,-95.4464865,29.838495,SLIM thick 🍑🤪 https://t.co/GHZWEzghhE
1.51758E+18,SpeeksGeak909,Fri Apr 22 19:18:31 +0000 2022,-116.237907,33.7446325,I remember!!
1.51758E+18,FreqOfOrlando,Fri Apr 22 19:18:31 +0000 2022,-83.804475,27.698682,@midwaymayhemfan Oh 100% yes 😂😂😂😂
1.51758E+18,BUHealthyHusky,Fri Apr 22 19:18:31 +0000 2022,-76.45068211,41.00562059,Maverick and Sadie are here at Lycoming lawn!! @ Bloomsburg University of Pennsylvania https://t.co/Ptq8whwlO0
1.51758E+18,CinemaMack,Fri Apr 22 19:18:32 +0000 2022,-78.7646315,43.0091165,@kinky_horror Please tell me you've seen the Robot Chicken sketch with Ted Turner as Captain Planet.@SethGreen
1.51758E+18,BRowland09,Fri Apr 22 19:18:32 +0000 2022,-85.1096875,35.0160465,@ChattLookouts Nothing quite like it!
1.51758E+18,TerpsWGolf,Fri Apr 22 19:18:31 +0000 2022,-79.9806895,40.431389,A #B1G birdie for Maria Vittoria Corbi on the 18th to end the day at (-2) at the @bigtenchamps! #GolfTerps… https://t.co/asx5JfIGIN
1.51758E+18,elandhuis,Fri Apr 22 19:18:32 +0000 2022,-121.877735,37.6629475,@therealmecfs @PhillippaHolla1 @__philipn__ Would love to know who made the 'lumping' comment. Among researchers wh… https://t.co/d6DaGAEQwA
1.51758E+18,jakesakuraba,Fri Apr 22 19:18:32 +0000 2022,-71.0887125,42.3136695,@RinkaCrank94 I tend to forget GC doesnt have an HDMI lol
1.51758E+18,RENEEWEATHERS2,Fri Apr 22 19:18:33 +0000 2022,-115.2344355,36.0188045,@Winners786 @DianaReneeBake4 @ButtersKatz @CarolAlcantar3 @BobNYC59 @sassyblue222 @hurlgirl @darialawpllc… https://t.co/Z0U5LvRJhc
1.51758E+18,Shinoske1,Fri Apr 22 19:18:33 +0000 2022,-90.247824,38.653771,@GregoryKorin Impressive! I would need a warehouse to house that many books. How do you do it?
1.51758E+18,6PHENOM5,Fri Apr 22 19:18:33 +0000 2022,-84.714162,33.736306,Yall so slow..#Tupelo #Idastreet
1.51758E+18,OttawaNewsPulse,Fri Apr 22 19:18:33 +0000 2022,-75.70226746,45.41660442,"https://t.co/hYFjNNzLX4 → Fraudsters hacked Salvation Army to get $558K from city of Ottawa, claim reveals… https://t.co/qX2DKdIvOL"
1.51758E+18,Hutchman3175,Fri Apr 22 19:18:33 +0000 2022,-79.008801,43.101794,@NFL 2 of 2: All behind the worst run blocking offensive line in the league for the past 3 years according to PFF.
1.51758E+18,tmj_cle_eng,Fri Apr 22 19:18:33 +0000 2022,-81.6943605,41.49932,"If you're looking for work in #Cleveland, OH, check out this #Engineer job via the link in our bio: On-Call Factory… https://t.co/od3o873VX5"
1.51758E+18,MidgetTamer,Fri Apr 22 19:18:33 +0000 2022,-75.9250215,40.3341185,Gianni's the real free throw merchant 🤔
1.51758E+18,WWPCareers,Fri Apr 22 19:18:33 +0000 2022,-98.4936282,29.4241219,"Interested in a job in #SanAntonio, TX? This could be a great fit: https://t.co/VwXGwNhDKX #WoundedWarriors"
1.51758E+18,princess92477,Fri Apr 22 19:18:34 +0000 2022,-80.2948925,26.1566185,She’s a joke
1.51758E+18,j_cohl,Fri Apr 22 19:18:34 +0000 2022,-74.8963555,39.9582705,@ebcinpa Egg drop soup will help your throat some.
1.51758E+18,darlakrusee,Fri Apr 22 19:18:33 +0000 2022,-122.630185,45.516373,"Hey, Portland! If you like fish &amp; chips, try Batterfish on Belmont. New brick and mortar that used to be a food car… https://t.co/UKldVL7LV6"
1.51758E+18,KevinLa17106672,Fri Apr 22 19:18:34 +0000 2022,-86.4355085,36.965671,@DrJasonJohnson Omg. She's such a dunce. Did people actually vote for her?
1.51758E+18,MikeR5577,Fri Apr 22 19:18:34 +0000 2022,-81.8456635,41.442401,@dpeoplesjones Merry Arts in Lakewood. Gunselmans in Fairview Park.
1.51758E+18,StaceyHiller,Fri Apr 22 19:18:34 +0000 2022,-82.6694675,40.3651595,Off work early = 5.6 mile run with my pups  #bestrunningbuddies  #dogsoftwitter https://t.co/pLeEcthLCV
1.51758E+18,abrooksbrotha,Fri Apr 22 19:18:34 +0000 2022,-87.732013,41.8335845,@BrennanWoodruff @ausday1 Very Friday vibe 🙏🏾
1.51758E+18,Haroldlujah213,Fri Apr 22 19:18:34 +0000 2022,-95.358307,29.75793,"Dont just mind ya bidness, keep urs to urself as well‼️"
1.51758E+18,tmj_WAR_secure,Fri Apr 22 19:18:34 +0000 2022,-119.2844621,46.2856907,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Security… https://t.co/YV4Ut59FDP"
1.51758E+18,EatThisNY,Fri Apr 22 19:18:34 +0000 2022,-73.962272,40.716221,"Bomb (@ Terms Of Endearment in Brooklyn, NY) https://t.co/qRQ44eJg54"
1.51758E+18,Iway2HOT4U,Fri Apr 22 19:18:34 +0000 2022,-112.1246765,33.5528625,@beauty_busty Hi i wonder if you could help me with something i think you know what. I don't want to lose her but t… https://t.co/ENzwbT5T7Q
1.51758E+18,JohnnaCrider1,Fri Apr 22 19:18:35 +0000 2022,-91.190884,30.449075,Tesla is the loudest voice for sustainability and advocate for clean energy. It’s mission celebrates Earth Day ev… https://t.co/btMViyY4Cd
1.51758E+18,happilycarolina,Fri Apr 22 19:18:35 +0000 2022,-119.3066075,37.2691755,harrychella is now https://t.co/UVkVSGHJP8
1.51758E+18,chansesyres,Fri Apr 22 19:18:35 +0000 2022,-120.5834015,44.1454365,Physics is difficult but I believe that I will make it through.
1.51758E+18,purplerageee,Fri Apr 22 19:18:35 +0000 2022,-76.794891,39.368037,lord
1.51758E+18,tmj_den_sales,Fri Apr 22 19:18:35 +0000 2022,-104.990251,39.7392358,"Have you ever had a role like ""Complex Business Travel Sales Manager""? What did you like most about that job? #Sales #Denver, CO"
1.51758E+18,itsmiamooree,Fri Apr 22 19:18:35 +0000 2022,-111.931711,34.1682535,@papiwdagoodfood why she in everyone business but her own lmao
1.51758E+18,gabebearsox3435,Fri Apr 22 19:18:35 +0000 2022,-87.732013,41.8335845,@BearsDfense I don't knos
1.51758E+18,ivanaraque,Fri Apr 22 19:18:35 +0000 2022,-73.9685415,40.780709,"@DanaSan68018976 @Roshan_Rinaldi Frau Farbissima, thanks for the chuckle 🤭"
1.51758E+18,corydforsyth,Fri Apr 22 19:18:35 +0000 2022,-77.718529,39.66246,"2𝙣𝙙 𝘼𝙣𝙣𝙪𝙖𝙡 𝘼𝙙𝙖𝙢 𝘽𝙖𝙧𝙣𝙝𝙖𝙧𝙩𝙐𝙣𝙞𝙛𝙞𝙚𝙙 𝙏𝙧𝙖𝙘𝙠 𝙈𝙚𝙚𝙩📆: Wednesday, April 27⏰: 2:00PM📍: Mike Callas Stadium @HubsNHHS Ch… https://t.co/jet3R0rTm2"
1.51758E+18,SheAVirgo1,Fri Apr 22 19:18:36 +0000 2022,-81.068556,29.190223,"white ppl will pull that ""scared"" card when its a black person involved 🙄😂"
1.51758E+18,maaxwhale,Fri Apr 22 19:18:36 +0000 2022,-120.063829,36.9637405,@aesthxthicc @drumline_559 @Mituswhale thank you &lt;3
1.51758E+18,whiteppllovme,Fri Apr 22 19:18:36 +0000 2022,-71.0887125,42.3136695,@DigitalDelux @dd__2664 what i do
1.51758E+18,mikesong,Fri Apr 22 19:18:36 +0000 2022,-73.9685415,40.780709,Waiting in line 4 a poster https://t.co/UUGWxwenws
1.51758E+18,ItzDirtMcgirt,Fri Apr 22 19:18:36 +0000 2022,-116.237907,33.7446325,Happened to my last 2 jobs lol. Settled for a whack one and came up.
1.51758E+18,babeinvenus,Fri Apr 22 19:18:36 +0000 2022,-87.732013,41.8335845,shello…. my bizness partner and i must ask why buy a $5 SHELL when u can get one at the beach… for free https://t.co/0la5ORmMWD
1.51758E+18,JackicseB,Fri Apr 22 19:18:36 +0000 2022,-79.861034,35.1704985,Aggie Pride 💛💙
1.51758E+18,K_KnightsEnt,Fri Apr 22 19:18:37 +0000 2022,-124.195683,41.752881,Some 🔥 bars courtesy of @darange88 via @instagram#reel #rap #rapper #battlerap #hiphop #music #NewMusicFridayhttps://t.co/Td10sRLelM
1.51758E+18,DjmagicdSfnrg,Fri Apr 22 19:18:36 +0000 2022,-122.4359785,37.7706565,@Eurosoundsf @yokoono @Google @ReverbNation @DollyParton @george_clinton @thebeatles @RollingStones @bobmarley… https://t.co/IQYnigPMZt
1.51758E+18,1996donii,Fri Apr 22 19:18:37 +0000 2022,-95.4464865,29.838495,scene 1: LOCATION https://t.co/Hm1kdJF2Vh
1.51758E+18,NathanAdrian97,Fri Apr 22 19:18:37 +0000 2022,-95.6020665,36.3042505,My cat got murdered
1.51758E+18,Gigi_Joon88,Fri Apr 22 19:18:37 +0000 2022,-119.96424,39.221667,@tacosksoo I’ma cry omg!! This is going to be amazing!! Y si se van de tour nos vamos eh
